Job Title,Department,Team,Employment Type,Location,Workplace Type,Published Date,Salary Min,Salary Max,Job URL,Salary Midpoint
"Engineering Manager, Core Services ",Applied AI,Applied AI Infrastructure,FullTime,San Francisco,Not Specified,2026-08-31 21:58:46.219000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/ebc65e7d-d86a-4066-aa82-3a7758d97bb6,339000.0
"Applied AI Architect, Digital Natives (Strategics) ",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-02-04 20:35:29.968000+00:00,218000.0,278000.0,https://jobs.ashbyhq.com/openai/56fceb8e-589b-410e-8b21-24f9945ccb9d,248000.0
"Applied AI Architect, Digital Natives",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-02-04 20:36:16.621000+00:00,221000.0,278000.0,https://jobs.ashbyhq.com/openai/3a64da1c-bf29-4e52-baa3-a8f35f16ff74,249500.0
"Applied AI Architect, Enterprise",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-02-04 20:36:26.594000+00:00,221000.0,276000.0,https://jobs.ashbyhq.com/openai/1953efa7-5c1f-4878-b4cb-926cd35aafdb,248500.0
Personnel Security Specialist,Corporate Security,Corporate Security,FullTime,San Francisco,Hybrid,2026-09-04 23:10:29.865000+00:00,126000.0,175000.0,https://jobs.ashbyhq.com/openai/2ee660bf-1911-4619-9282-751cd9fc5c61,150500.0
"Android Engineer, ChatGPT Library Team",Applied AI,Applied AI Engineering,FullTime,Seattle,Not Specified,2026-09-09 18:00:25.985000+00:00,185000.0,405000.0,https://jobs.ashbyhq.com/openai/5a1a0c32-0b82-482a-8149-e6b096c3e732,295000.0
"Account Director, State and Local Government ",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-09-03 23:46:15.284000+00:00,261000.0,335000.0,https://jobs.ashbyhq.com/openai/8b0ac3a0-53ac-49e7-9030-85d9b73d1012,298000.0
"Engineering Manager, Distillation & Detection Platform",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-05-20 13:27:56.207000+00:00,400000.0,445000.0,https://jobs.ashbyhq.com/openai/6fbb72e6-1d69-4863-aaf3-3c5830e49e8a,422500.0
Administrative Business Partner / Executive Business Partner,Executive Operations,Executive Operations,FullTime,San Francisco,Not Specified,2026-06-18 00:10:55.285000+00:00,62.98,86.54,https://jobs.ashbyhq.com/openai/9dfe4c27-84c0-4150-9ebe-8d4f12a95404,74.76
"Full-Stack Engineer, ChatGPT Education  & Learning",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-08-04 17:13:29.899000+00:00,185000.0,490000.0,https://jobs.ashbyhq.com/openai/ef828b89-41ed-4cde-96a9-94ffe5770d4c,337500.0
"Machine Learning Engineer, Distributed Data Systems - Robotics",Research,Robotics,FullTime,San Francisco,Hybrid,2026-02-06 19:16:41.819000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/4a13c764-18c3-4076-ac87-29e05491be07,440000.0
"Enablement Lead, Government",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-08-24 12:56:06.834000+00:00,207000.0,295000.0,https://jobs.ashbyhq.com/openai/4cfc6b6b-dd8f-4101-897d-3217e45db1e4,251000.0
"Android Engineer, Ad Formats",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-02-12 20:17:57.953000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/7daff2af-1686-43fe-85c0-ca912c8747ac,307500.0
"Component and Product Quality Engineer, Interconnects",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-02-12 01:44:47.111000+00:00,207000.0,365000.0,https://jobs.ashbyhq.com/openai/2c9d0566-69b1-435e-bd8f-4eefc04dd076,286000.0
Operating Systems Engineer | Consumer Devices,Consumer Devices,Software,FullTime,San Francisco,Not Specified,2026-08-26 17:25:11.223000+00:00,230000.0,342000.0,https://jobs.ashbyhq.com/openai/efed424b-e025-400f-8ac3-73e962b85751,286000.0
"Sales Manager, Digital Natives",Go To Market,Sales,FullTime,San Francisco,Not Specified,2026-08-07 01:58:24.276000+00:00,216000.0,252000.0,https://jobs.ashbyhq.com/openai/bed15207-f4bc-4a51-ae13-de017ddf3cba,234000.0
"Analytics Engineer, Safety Systems",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-06-05 17:30:04.600000+00:00,210000.0,260000.0,https://jobs.ashbyhq.com/openai/23662a5c-43c3-4754-a6e0-30f8cbf6d681,235000.0
"Product Marketing Manager, Research & Safety",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-07-14 20:24:07.701000+00:00,221000.0,245000.0,https://jobs.ashbyhq.com/openai/f630d886-76d4-4492-a06b-7c6a34d05b8f,233000.0
"Recruiter, AI/ML Research",People,Recruiting,FullTime,San Francisco,Hybrid,2026-02-23 17:09:25.360000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/ed871ac9-44ae-47fa-beaa-b9ab7ff31012,228000.0
"Software Engineer, GTM Growth Engineering",Applied AI,Applied AI,FullTime,San Francisco,OnSite,2026-07-25 00:12:56.921000+00:00,266000.0,405000.0,https://jobs.ashbyhq.com/openai/1bb1f351-41a2-43a5-bac1-259859886cb3,335500.0
"Product Manager, API Agents",Product Management,Product Management,FullTime,San Francisco,Not Specified,2026-02-25 23:31:13.078000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/fc38c6bf-5330-435c-99b6-1bcf1f5829a8,309000.0
"Data Scientist, Preparedness",Data Science,Data Science,FullTime,San Francisco,Not Specified,2026-02-26 16:34:52.661000+00:00,345000.0,385000.0,https://jobs.ashbyhq.com/openai/efcc3430-14c8-4022-8350-8146ffb867ab,365000.0
Hardware Tools Engineer,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-03-02 19:22:47.376000+00:00,225000.0,445000.0,https://jobs.ashbyhq.com/openai/467cbfac-3e7d-4cc6-a131-2b26617afa02,335000.0
Hardware / Software CoDesign Engineer  - 3P,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-03-21 14:55:03.250000+00:00,342000.0,555000.0,https://jobs.ashbyhq.com/openai/bdbb2292-ecb3-42dc-ba89-65edf397d8f8,448500.0
Training - Runtime Foundations Engineer,Scaling,Runtime,FullTime,San Francisco,Hybrid,2026-03-09 18:29:12.507000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/0fc4742f-21f9-40a3-925e-adeb0a6920c1,325500.0
Forward Deployed Software Engineer - Seattle,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,Seattle,Hybrid,2026-03-04 23:03:50.161000+00:00,153000.0,325000.0,https://jobs.ashbyhq.com/openai/7b90b83c-ec28-4e65-a235-6675e37b91c3,239000.0
"Account Director, Education",Go To Market,Sales,FullTime,"Sydney, Australia",Hybrid,2026-03-05 23:27:18.728000+00:00,,,https://jobs.ashbyhq.com/openai/9b64afcc-c0e0-4b2f-acce-4212b02da23a,
"Audience & Content Growth Lead, SMB Ads",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-09-11 20:39:50.417000+00:00,227000.0,252000.0,https://jobs.ashbyhq.com/openai/9d9d9fba-e955-4c4d-8e6f-e7fc80d7a919,239500.0
"Software Engineer, Delivery / CD",Applied AI,Applied AI Infrastructure,FullTime,San Francisco,Not Specified,2026-05-04 18:54:22.168000+00:00,210000.0,490000.0,https://jobs.ashbyhq.com/openai/e14fc37c-7ae5-4a6b-ba0d-a36860cf9bb2,350000.0
"Senior Technical Sourcer, Applications Engineering",People,Recruiting,FullTime,San Francisco,Hybrid,2026-07-10 22:42:35.402000+00:00,172000.0,240000.0,https://jobs.ashbyhq.com/openai/09dcf3e6-c510-4e7a-af50-e3e401e0f043,206000.0
"Research Scientist - Multimodal Agent, Consumer Devices",Consumer Devices,Research,FullTime,San Francisco,Hybrid,2026-07-21 15:27:05.038000+00:00,380000.0,445000.0,https://jobs.ashbyhq.com/openai/09253a0e-a2b8-49d1-80bb-6955ba3b08a3,412500.0
"Customer Success Manager, Ads Solutions (New York City)",Go To Market,Ads Solutions,FullTime,New York City,Hybrid,2026-05-11 14:17:51.272000+00:00,162000.0,230000.0,https://jobs.ashbyhq.com/openai/99f4a8ea-6bd0-49a3-b90a-5004c8923523,196000.0
"Applied AI Engineer, Digital Natives",Go To Market,Technical Success,FullTime,New York City,Hybrid,2026-07-08 23:06:49.251000+00:00,251000.0,278000.0,https://jobs.ashbyhq.com/openai/3254f6a7-6353-4a77-beec-f37b832c99ae,264500.0
 Demo Studio Lead,Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-17 17:41:21.947000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/a452882b-bb56-4a99-83e6-b8b5d21db3ee,302500.0
"Engineering Manager, Artifacts ",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-08-13 03:32:28.784000+00:00,401000.0,445000.0,https://jobs.ashbyhq.com/openai/d9b730a4-ee24-4d18-bb46-d8111591c6d2,423000.0
"Software Engineer, Localization",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-03-18 21:25:49.295000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/deff9215-217d-4392-825e-7788cb8205f3,396000.0
"Engineering Manager, Online Data Systems",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-03-16 22:24:18.560000+00:00,335000.0,445000.0,https://jobs.ashbyhq.com/openai/cb050c48-2e42-4dc0-8860-e6b3e5e6baff,390000.0
"Applied AI Architect, Digital Natives",Go To Market,Technical Success,FullTime,"Dublin, Ireland",Not Specified,2026-06-02 19:29:11.240000+00:00,,,https://jobs.ashbyhq.com/openai/11aaa7ee-21b6-431f-99b1-42c4b830949e,
"Senior Counsel, Corporate (M&A)",Legal,Legal,FullTime,San Francisco,Hybrid,2026-03-13 21:10:51.158000+00:00,330000.0,366000.0,https://jobs.ashbyhq.com/openai/c4723243-69e5-45e3-a1c4-ad16df988428,348000.0
"Software Engineer, Full-Stack - Core Experimentation",Applied AI,Applied AI Engineering,FullTime,Seattle,Not Specified,2026-03-17 00:54:56.512000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/73e56947-5d8b-414d-a0ac-9dc9b04e2406,396000.0
"Software Engineer, Infrastructure - Core Experimentation ",Applied AI,Applied AI Engineering,FullTime,Seattle,Not Specified,2026-03-17 00:56:17.258000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/823a05bf-33fb-4d94-9dd8-571723d27b1a,366000.0
"Software Engineer, Codex Core Agents",Applied AI,Codex - Engineering,FullTime,San Francisco,Not Specified,2026-03-26 17:11:13.067000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/7ade7a12-845c-4e3a-af23-c028420bd181,307500.0
"Applied AI Engineer, Codex Core Agent",Applied AI,Codex - Engineering,FullTime,San Francisco,Not Specified,2026-03-26 17:15:00.749000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/577e6673-0a4a-491b-9a0d-facbdd3bdf3c,307500.0
"Research Engineer / Research Scientist - Personal AGI, Memory",Research,Post-training,FullTime,San Francisco,Not Specified,2026-08-03 20:55:39.979000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/29074a51-9cb3-47c9-a8a7-f283cd14fa6c,440000.0
"Account Director, Large Enterprise",Go To Market,Go To Market,FullTime,"Munich, Germany",Hybrid,2026-06-22 12:07:40.374000+00:00,,,https://jobs.ashbyhq.com/openai/ea738090-a7e0-41bd-b619-afeff9fd18e0,
"Technical Sourcer, Research",People,Recruiting,FullTime,San Francisco,Hybrid,2026-06-05 19:32:25.528000+00:00,136800.0,240000.0,https://jobs.ashbyhq.com/openai/fdf2201f-e2ad-4b4a-9da4-776f64b4fa62,188400.0
"Principal Security Engineer, Infrastructure Security",Security,Security,FullTime,US - Remote,Remote,2026-03-25 01:37:10.802000+00:00,401000.0,510000.0,https://jobs.ashbyhq.com/openai/8f1b8c6b-b414-4026-a434-6ca32c3b3e0d,455500.0
Global Mobility Tax Manager,People,Global Mobility,FullTime,San Francisco,Hybrid,2026-08-25 20:56:47.106000+00:00,220000.0,260000.0,https://jobs.ashbyhq.com/openai/6b5ae781-f339-4a66-b23b-cdda99b90dab,240000.0
"Principal Software Engineer, Infrastructure Security",Security,Security,FullTime,US - Remote,Remote,2026-03-25 01:37:34.737000+00:00,401000.0,510000.0,https://jobs.ashbyhq.com/openai/ace42c6d-8663-4b30-9337-ec70cf071d73,455500.0
"Quality Engineer, Rack Infrastructure & Site Operations",Scaling,Datacenter Design,FullTime,Singapore,Hybrid,2026-09-09 18:22:22.536000+00:00,205000.0,344000.0,https://jobs.ashbyhq.com/openai/b71906c2-51a9-4ad7-a744-2390ccdc1ad8,274500.0
Product Manufacturing Engineer - PCBA,Scaling,Hardware,FullTime,San Francisco,Not Specified,2026-08-20 20:26:15.888000+00:00,207000.0,365000.0,https://jobs.ashbyhq.com/openai/8a86b02b-6063-4124-863f-7e41e9849e22,286000.0
"Applied AI Engineer, Codex | Tokyo",Go To Market,Technical Success,FullTime,"Tokyo, Japan",Not Specified,2026-09-07 00:33:34.942000+00:00,,,https://jobs.ashbyhq.com/openai/6668417f-6878-4244-940f-9a99ae4ebcb0,
"Software Engineer, Infrastructure - Analytics Platform",Scaling,Workload,FullTime,San Francisco,Hybrid,2026-04-11 00:55:07.116000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/e44bfa94-0b82-4d0c-b224-02155b76eea9,355500.0
"Software Engineer, Workload Enablement",Scaling,Compute,FullTime,San Francisco,Hybrid,2026-03-28 00:39:41.241000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/9efcef02-0515-4672-bace-81329944b38b,339000.0
"Engineering Manager, MLE",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-06-23 19:23:37.921000+00:00,500000.0,555000.0,https://jobs.ashbyhq.com/openai/8caa3654-aa0e-48f3-a231-5e9dc276253d,527500.0
"Applied AI Engineer, Digital Natives",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-07-08 23:04:02.851000+00:00,251000.0,278000.0,https://jobs.ashbyhq.com/openai/5c3a17db-62f1-4145-93b0-2f207d4d4af8,264500.0
"Partner Director, Tokyo",Go To Market,Partnerships,FullTime,"Tokyo, Japan",Not Specified,2026-08-18 08:59:14.192000+00:00,,,https://jobs.ashbyhq.com/openai/cbcc7df1-3e5a-475c-a5ff-6582757d097a,
"Scaled Programs Lead, SMB Ads",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-09-11 20:43:53.326000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/e36955a7-403d-41e4-b54e-37edc7039173,302500.0
"Product Manager, Sensitive Deployments",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-05-07 17:10:35.486000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/05a8cae8-81bd-4f7b-bc48-41ef1bd67e5d,366000.0
Forward Deployed Engineer - Sydney,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,"Sydney, Australia",Hybrid,2026-08-13 00:27:14.140000+00:00,,,https://jobs.ashbyhq.com/openai/9e39d642-6c78-4c21-bc86-49b1773c933c,
Technical Deployment Lead - Tokyo,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,"Tokyo, Japan",Hybrid,2026-04-07 22:53:40.194000+00:00,,,https://jobs.ashbyhq.com/openai/df514733-46ad-4777-be67-44667bc9fd45,
"Account Director, Startups",Go To Market,Sales,FullTime,"Sydney, Australia",Hybrid,2026-07-09 16:24:03.793000+00:00,,,https://jobs.ashbyhq.com/openai/f4c27e80-1bfa-494a-97b4-472927f963b2,
"Account Director, Large Enterprise (FSI)",Go To Market,Sales,FullTime,Singapore,Hybrid,2026-04-14 00:32:42.803000+00:00,,,https://jobs.ashbyhq.com/openai/10208545-58dd-4cdb-91e1-69b1c2cabe3c,
"Partner Director, McKinsey Alliance ",Go To Market,Partnerships,FullTime,San Francisco,OnSite,2026-08-12 22:26:40.313000+00:00,380000.0,420000.0,https://jobs.ashbyhq.com/openai/28c96920-a412-47c0-88f8-342790d779ff,400000.0
"Software Engineer, Foundations Search",Research,Foundations,FullTime,San Francisco,Not Specified,2026-04-14 15:52:27.521000+00:00,266000.0,455000.0,https://jobs.ashbyhq.com/openai/40ed6975-ef61-4807-b748-37c2fa2b76c7,360500.0
Senior Special Programs Security Manager (CSSO/CPSO),Corporate Security,Corporate Security,FullTime,"Washington, DC",Hybrid,2026-09-04 23:10:39.416000+00:00,158000.0,225000.0,https://jobs.ashbyhq.com/openai/2d54a2c3-3fc5-4492-bfe3-724357977379,191500.0
"Security Operations Manager, Paris",Corporate Security,Corporate Security,FullTime,"Paris, France",Hybrid,2026-07-21 17:29:31.897000+00:00,,,https://jobs.ashbyhq.com/openai/d333c117-9b74-488d-a985-7b78d1a19947,
Workday Engineer,People,People,FullTime,San Francisco,Hybrid,2026-08-26 14:27:33.653000+00:00,272000.0,302000.0,https://jobs.ashbyhq.com/openai/f6880901-6527-4b71-9f70-bc8d38989b84,287000.0
Data Center Infrastructure Engineering Program Manager (Network and Whitespace),Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-04-20 21:46:38.359000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/0ed12b35-0115-4ad3-81f5-ea1bb05c9f6b,255500.0
Performance Modeling Lead,Scaling,Compute,FullTime,San Francisco,Hybrid,2026-04-20 19:32:59.260000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/f2293c9f-d036-4198-a268-3dad738c8d19,339000.0
Performance Modeling Engineer,Scaling,Compute,FullTime,San Francisco,Hybrid,2026-04-20 19:33:12.360000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/19fc3e36-3bf3-4a7c-b65f-498d89220436,339000.0
3P Systems Architect,Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-09-14 23:44:48.213000+00:00,342000.0,555000.0,https://jobs.ashbyhq.com/openai/e2afdede-a222-4825-b2fc-fec439a7c893,448500.0
CPU/Storage/PoP-WAN Program Manager,Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-04-21 23:51:44.839000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/667c09e2-6efc-45dc-9714-078bedf17343,255500.0
"Full Stack Software Engineer, Education",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-04-16 20:19:34.599000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/9b1b62f5-1400-4672-910a-fda6f975f642,325500.0
"Software Engineer, Kernel Performance & AI Tooling",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-04-17 16:45:35.079000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/e9627fa6-ac76-4899-9a93-9251419e61a0,355500.0
"Engineering Manager, Cooperative Systems",User Operations,Support Automation,FullTime,Seattle,Hybrid,2026-04-27 15:19:46.141000+00:00,400000.0,445000.0,https://jobs.ashbyhq.com/openai/817c523c-59b2-4206-ae52-7dd6d36090b4,422500.0
"Product Manager, API Infrastructure",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-04-17 03:07:07.413000+00:00,325000.0,347000.0,https://jobs.ashbyhq.com/openai/7ffa2a14-fa9c-46cb-a30a-1f7a35ae904a,336000.0
Performance Modeling Engineer ~2,Scaling,Compute,FullTime,San Francisco,Hybrid,2026-04-20 19:33:18.325000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/4f6be73e-9a1d-4ec6-8b0e-b2af0b4becfb,339000.0
"Connectivity Software Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Hybrid,2025-10-16 22:12:57.383000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/9b2c68f2-5ce8-44f9-a30c-d8016ac66d86,366000.0
"Product Manager, Safety Measurement",Product Management,Product Management,FullTime,San Francisco,Not Specified,2026-04-15 21:11:10.773000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/fbc7ebaf-3a26-406d-9ff6-f166f3e246a2,339000.0
"Account Director, Manufacturing",Go To Market,Sales,FullTime,US - Remote,Hybrid,2026-09-09 18:46:23.753000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/0ca205c9-42ec-4c19-8d43-00700b8c7fd2,214500.0
"Machine Learning Engineer, API Multicloud",Core Product & Platform,Core Product & Platform | API,FullTime,San Francisco,Not Specified,2026-08-13 03:21:23.747000+00:00,223000.0,423000.0,https://jobs.ashbyhq.com/openai/5acf4854-1d42-40ca-bff8-4f6f04cdce68,323000.0
Workload Porting & Performance Engineer,Scaling,Compute,FullTime,San Francisco,Hybrid,2026-04-20 22:07:54.793000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/ec0a4e03-bbcc-4c64-813f-b53dabb8f53a,339000.0
GPT Infra Technical Program Manager,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-04-21 23:53:04.827000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/e8558280-69dc-438a-b905-623f75ae6d62,255500.0
"Director, Compute & Infrastructure FP&A",Strategic Finance,Strategic Finance,FullTime,San Francisco,Not Specified,2026-04-21 18:58:23.197000+00:00,234000.0,325000.0,https://jobs.ashbyhq.com/openai/7536171d-0f98-4964-8f22-7968db062105,279500.0
"AWS Specialist Seller, Strategic Pursuits",Go To Market,Sales,FullTime,San Francisco,Not Specified,2026-07-31 17:17:44.611000+00:00,302000.0,335000.0,https://jobs.ashbyhq.com/openai/c44a22a3-6d6f-41f3-bd54-3379034f3e59,318500.0
"South America Lead, Global Affairs (Sao Paulo)",Global Affairs,Global Affairs,FullTime,São Paulo,Not Specified,2026-08-27 00:18:55.065000+00:00,,,https://jobs.ashbyhq.com/openai/dc5a7877-5bc3-4366-90d4-8370cc11d44e,
Forward Deployed Engineer - Singapore,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,Singapore,Hybrid,2026-04-21 22:08:40.179000+00:00,,,https://jobs.ashbyhq.com/openai/4c078f82-93b9-427c-8fd8-95de198884b4,
SOC Architect,Scaling,Hardware,FullTime,San Francisco,Not Specified,2026-04-22 21:45:12.867000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/71508273-13e5-4b77-a675-953ff3d73ca5,355500.0
GPT Infrastructure Lead,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-04-27 17:30:27.118000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/a67d16f7-0273-4052-bb48-06bf9c478eb6,339000.0
"GRC Program Manager, US Government Compliance",Security,Security,FullTime,"Washington, DC",Hybrid,2026-04-23 21:42:16.004000+00:00,162000.0,310000.0,https://jobs.ashbyhq.com/openai/550d0123-238c-4ad8-aaee-ea4a5a484639,236000.0
"Lifecycle Marketing Manager, SMB Ads",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-09-11 20:55:29.115000+00:00,227000.0,252000.0,https://jobs.ashbyhq.com/openai/31f7b3d9-eb5f-4e70-98ab-9115dd153993,239500.0
"Product Engagement Manager, User Operations",User Operations,Support Operations,FullTime,San Francisco,Hybrid,2026-07-13 16:57:02.964000+00:00,279000.0,310000.0,https://jobs.ashbyhq.com/openai/bbf8d3b8-2f8f-49f8-9f35-73c7847647f7,294500.0
Support Operations Lead,User Operations,Support Operations,FullTime,San Francisco,Hybrid,2026-07-13 16:57:40.234000+00:00,279000.0,310000.0,https://jobs.ashbyhq.com/openai/c7f26e3d-7345-44a6-8e5a-3599679bfe9e,294500.0
"Full Stack Software Engineer, Agent Enablement",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-06-17 22:34:56.814000+00:00,255000.0,405000.0,https://jobs.ashbyhq.com/openai/2d7f1028-ce9b-49c7-acc8-782714ca1cf4,330000.0
"Strategic Finance Lead, Corporate Finance and Capital Strategy",Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-05-04 05:48:36.252000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/a1d8f659-c652-42df-968e-008298b733e5,309000.0
"Software Engineer, Inference - Performance Optimization",Scaling,Inference,FullTime,San Francisco,Not Specified,2026-04-25 02:24:38.573000+00:00,266000.0,500000.0,https://jobs.ashbyhq.com/openai/85fceac9-fb8a-4d71-a524-a8e5f1e9b01b,383000.0
"Software Engineer, GPT Infrastructure",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-04-27 19:55:27.406000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/f3ddd41c-541f-485e-90d6-86c26e018e9f,339000.0
"Software Engineer, Compute Infrastructure",Scaling,Compute,FullTime,San Francisco,Hybrid,2026-08-14 23:27:55.134000+00:00,230000.0,405000.0,https://jobs.ashbyhq.com/openai/ca300a6d-a2a7-4580-aad7-323fbdfee7b1,317500.0
"Software Engineer, Productivity - Networking",Scaling,Runtime,FullTime,San Francisco,Not Specified,2026-04-28 23:13:37.790000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/17daedbd-b3fb-4e8c-a17c-8bbc9ec1d0b5,307500.0
Capacity Systems Software Engineer,Scaling,Compute,FullTime,San Francisco,Not Specified,2026-05-22 17:13:50.417000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/11c51b12-3ba0-4a7a-a0d2-ed0661324dc3,339000.0
"Software Engineer, Productivity - Model Performance",Scaling,Runtime,FullTime,San Francisco,Not Specified,2026-04-29 20:36:15.860000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/6d403ec9-d5d3-4754-9092-8fd5e659562a,307500.0
Technical Deployment Lead - Singapore,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,Singapore,Hybrid,2026-04-30 01:04:03.585000+00:00,,,https://jobs.ashbyhq.com/openai/93568fc5-8c7a-4cc1-8aad-198d67bf348f,
Market Research Lead,Marketing,Marketing,FullTime,San Francisco,Not Specified,2026-05-08 17:54:02.391000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/f4cacc93-288b-425f-8bc2-5310d3f12d53,247000.0
"Product Manager, Financial Engineering",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-05-04 16:56:31.623000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/0f4da2b4-df8a-4560-809d-d0a6ac1ad9bc,309000.0
"Account Associate, Japan",Go To Market,Account Associates,FullTime,"Tokyo, Japan",Hybrid,2026-07-09 21:24:39.547000+00:00,,,https://jobs.ashbyhq.com/openai/2f3f416d-cc2a-4836-bcff-daee80c94e95,
Networking Operating System Firmware Engineer,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-05-06 02:48:12.721000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/f6b9903c-9034-436b-a4ec-4c8643a6d0dd,355500.0
"Account Director, Digital Natives ",Go To Market,Sales,FullTime,"Tokyo, Japan",Hybrid,2026-05-12 05:27:08.914000+00:00,,,https://jobs.ashbyhq.com/openai/b65d4fb6-1624-4518-bf94-e57ddaa35193,
AI Support Engineer - Singapore (Korean Speaking),User Operations,Support Delivery,FullTime,Singapore,Hybrid,2026-09-01 23:35:29.750000+00:00,,,https://jobs.ashbyhq.com/openai/c8270289-d73d-4ad6-8cae-2b537f8d9062,
"Backend Software Engineer, Applied Foundations",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-05-07 18:51:08.865000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/b398e1c6-0c32-4464-bb34-6ccda901b688,355500.0
"Full-Stack Software Engineer, Applied Foundations",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-05-07 19:45:42.110000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/f873dd71-46c9-4be1-8580-bc67c56b4cad,355500.0
